nama_resto,alamat,kecamatan,kategori,Phones,jumlah_review,rating,google_maps,latitude,longitude,website,domain,working_hour,facilities,average_price,type_resto
Gudeg ayu jogja mulungan,"Mulungan kulon rt 04 rw 14 Masuk gang mepet pos BPR panca arta, Mulungan Kulon, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285","Mulungan Kulon, Sendangadi",Restoran,"0831-4465-1211, +62 831-4465-1211",12,4.9,https://www.google.com/maps?cid=12188010360483521020,-7.7257699,110.3621342,,,"Rabu:[05.30-22.00], Kamis:[05.30-22.00], Jumat:[05.30-22.00], Sabtu:[05.30-22.00], Minggu:[04.00-22.00], Senin:[05.30-22.00], Selasa:[05.30-22.00]","tempat parkir, mushalla / tempat shalat",3,4
Gudeg Bu Cip Jakal,"Jl. Kapten Haryadi No.102, Dayakan, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581","Dayakan, Sardonoharjo",Restoran,"0822-2737-4869, +62 822-2737-4869",11,4.9,https://www.google.com/maps?cid=18129036326047678224,-7.7255447,110.3958231,http://gudegonlinejogja.wordpress.com/,gudegonlinejogja.wordpress.com,"Rabu:[05.30-12.00], Kamis:[05.30-12.00], Jumat:[05.30-11.45], Sabtu:[05.30-12.00], Minggu:[05.30-12.00], Senin:[05.30-12.00], Selasa:[05.30-12.00]","tempat parkir, mushalla / tempat shalat",3,4
Gudeg Mercon Mbak Yuni,"Jl. Pangeran Diponegoro No.100, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",Cokrodiningratan,"Restoran,Restoran Indonesia","0877-3811-1197, +62 877-3811-1197",1162,4.4,https://www.google.com/maps?cid=2296597556391838463,-7.7827059,110.3619933,,,"Rabu:[18.30-00.00], Kamis:[18.30-00.00], Jumat:[18.30-00.00], Sabtu:[18.30-00.00], Minggu:[18.30-00.00], Senin:[18.30-00.00], Selasa:[18.30-00.00]","tempat parkir, mushalla / tempat shalat",3,4
Gudeg Asli Mbok Ginuk Palagan,"Jl. Kapten Haryadi Ngebel Gede No.39, Lojajar, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581","Lojajar, Sinduharjo",Restoran Jawa,"0857-1299-0372, +62 857-1299-0372",26,4.7,https://www.google.com/maps?cid=15203323889008614750,-7.7210682,110.3852123,,,"Rabu:[06.00-12.00], Kamis:[06.00-12.00], Jumat:[06.00-12.00], Sabtu:[06.00-12.00], Minggu:[06.00-12.00], Senin:[06.00-12.00], Selasa:[06.00-12.00]","tempat parkir, mushalla / tempat shalat",3,4
Gudeg Mercon Bu Tinah,"Jl. Asem Gede No.8, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Cokrodiningratan,Restoran Jawa,"0818-0418-7537, +62 818-0418-7537",2803,4.2,https://www.google.com/maps?cid=16253880186252944058,-7.7814788,110.3626715,,,"Rabu:[21.00-01.00], Kamis:[21.00-01.00], Jumat:[21.00-01.00], Sabtu:[21.00-01.00], Minggu:[21.00-01.00], Senin:[21.00-01.00], Selasa:[21.00-01.00]","tempat parkir, mushalla / tempat shalat",3,4
Bowl-Ling Fruit Bar & Kitchen Concat,"Jl. Bedrek, Sanggrahan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Sanggrahan, Condongcatur","Restoran,Restoran Hidangan Penutup,Restoran Keluarga,Restoran Indonesia,Vegetarian","0813-2688-8553, +62 813-2688-8553",2926,4.5,https://www.google.com/maps?cid=2478051562654331004,-7.7515453,110.3990901,https://desty.page/bowlling,desty.page,"Rabu:[11.00-22.00], Kamis:[11.00-22.00], Jumat:[11.00-22.00], Sabtu:[11.00-23.00], Minggu:[11.00-23.00], Senin:[11.00-22.00], Selasa:[11.00-22.00]","tempat parkir, colokan, wifi, mushalla / tempat shalat, tempat bermain anak",3,3
Nasi Bebek Mbak Desi,"Joho, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Condoncatur,"Restoran,Rumah Makan","0855-8603-818, +62 855-8603-818",545,4.5,https://www.google.com/maps?cid=9183572846044461814,-7.7467573,110.3932511,,,"Rabu:[17.00-23.00], Kamis:[17.00-23.00], Jumat:[17.00-23.00], Sabtu:[17.00-23.00], Minggu:[Tutup], Senin:[17.00-23.00], Selasa:[17.00-23.00]",tempat parkir,3,2
Bebek & Ayam Goreng Sari Asli Kartosuro,"Jl. Monumen Jogja Kembali No.78B, Gemawang, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284","Gemawang, Sinduadi","Restoran Masakan Ayam,Restoran takeaway ayam goreng,Restoran Indonesia","(0274) 625040, +62 274 625040",11,4.3,https://www.google.com/maps?cid=17326536083006147749,-7.75982,110.3693831,,,"Rabu:[07.00-16.00], Kamis:[07.00-16.00], Jumat:[07.00-16.00], Sabtu:[07.00-16.00], Minggu:[07.00-16.00], Senin:[07.00-16.00], Selasa:[07.00-16.00]",tempat parkir,3,2
Bebek Jogja Paling Enak,"Puluhdadi No.427, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Kledokan, Caturtunggal",Restoran,"0813-1574-5086, +62 813-1574-5086",10,4.3,https://www.google.com/maps?cid=13175782733219082342,-7.7648975,110.4136479,http://bebek-jogja-paling-enak.business.site/,business.site,"Rabu:[11.00-23.00], Kamis:[11.00-23.00], Jumat:[13.00-23.00], Sabtu:[11.00-23.00], Minggu:[11.00-23.00], Senin:[11.00-23.00], Selasa:[11.00-23.00]",tempat parkir,3,2
BEBEK GORENG SIMPATIK TUGU SAMBAL KOREK,"Jl. Pangeran Diponegoro No.20, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Gowongan,"Restoran,Rumah Makan","0821-3656-3726, +62 821-3656-3726",141,4.5,https://www.google.com/maps?cid=7749965731320235872,-7.7827534,110.365945,,,"Rabu:[18.00-00.00], Kamis:[18.00-00.00], Jumat:[18.00-00.00], Sabtu:[18.00-00.00], Minggu:[18.00-00.00], Senin:[18.00-00.00], Selasa:[18.00-00.00]",tempat parkir,3,2
Bebek Goreng Simpatik,"Jalan Magelang No.36, Kutu Patran, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284","Kutu Patran, Sinduadi",Restoran Masakan Ayam,"0813-9177-5100, +62 813-9177-5100",217,4.4,https://www.google.com/maps?cid=18395093207238650463,-7.7519039,110.362319,http://www.instagram.com/bebekgorengsimpatik,instagram.com,"Rabu:[17.00-00.00], Kamis:[17.00-00.00], Jumat:[17.00-00.00], Sabtu:[17.00-00.00], Minggu:[17.00-00.00], Senin:[17.00-00.00], Selasa:[17.00-00.00]",tempat parkir,3,2
BEBEK BALAP RESTO,"Ruko Sagan Suare, Jl. Prof. Herman Yohanes, Terban, Gondokusuman, Yogyakarta City, Special Region of Yogyakarta 55223",Jl. Prof. Herman Yohanes,Restoran,"0878-2121-3003, +62 878-2121-3003",500,4.5,https://www.google.com/maps?cid=13811610022852094624,-7.7789826,110.3797569,https://instagram.com/bebekbalapresto,instagram.com,"Rabu:[09.00-21.00], Kamis:[09.00-21.00], Jumat:[09.00-21.00], Sabtu:[09.00-21.00], Minggu:[09.00-21.00], Senin:[09.00-21.00], Selasa:[09.00-21.00]",tempat parkir,3,2
Bebek Goreng Pandu,"Jl. C. Simanjuntak No.47, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Terban,Restoran Masakan Ayam,,157,4.5,https://www.google.com/maps?cid=1263347926052420753,-7.7798981,110.3728858,http://www.pakndut.co/,pakndut.co,"Rabu:[07.00-21.00], Kamis:[07.00-21.00], Jumat:[07.00-21.00], Sabtu:[07.00-21.00], Minggu:[07.00-21.00], Senin:[07.00-21.00], Selasa:[07.00-21.00]",tempat parkir,3,2
Bebek Lemu Jogja,"Sedan, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",Kec. Ngaglik,Restoran,"0895-2698-7272, +62 895-2698-7272",2,5,https://www.google.com/maps?cid=18136887301999149195,-7.750518,110.3840793,,,"Rabu:[10.00-22.00], Kamis:[10.00-22.00], Jumat:[10.00-22.00], Sabtu:[10.00-22.00], Minggu:[10.00-22.00], Senin:[10.00-22.00], Selasa:[10.00-22.00]",tempat parkir,3,2
Bebek Peking Oye,"Food Garden, Jogja City Mall, Lantai 2, Jalan Magelang No.18, Yogyakarta, Kutu Patran, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284","Kutu Patran, Sinduadi","Rumah Makan,Restoran","0878-3421-9263, +62 878-3421-9263",11,4.3,https://www.google.com/maps?cid=6567223960573286023,-7.753233,110.360538,,,"Rabu:[10.00-22.00], Kamis:[10.00-22.00], Jumat:[10.00-22.00], Sabtu:[10.00-22.00], Minggu:[10.00-22.00], Senin:[10.00-22.00], Selasa:[10.00-22.00]",tempat parkir,3,2
Nasi Bebek Madura Bumbu Hitam Alif Kricak Kidul,"C, Jl. Magelang No.KM.5 No.63, Kricak, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242",Kricak,Restoran Cepat Saji,"0831-1903-9701, +62 831-1903-9701",56,4.7,https://www.google.com/maps?cid=2729479900295612989,-7.7781563,110.3602626,,,"Rabu:[10.00-00.00], Kamis:[10.00-00.00], Jumat:[10.00-00.00], Sabtu:[10.00-00.00], Minggu:[10.00-00.00], Senin:[10.00-00.00], Selasa:[10.00-00.00]",tempat parkir,3,2
Gudeg Bromo Bu Tekluk,"Jl. Affandi No.2-A, Santren, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Santren, Caturtunggal","Restoran Jawa,Pujasera","(0274) 545547, +62 274 545547",2898,4.3,https://www.google.com/maps?cid=2136043059556545556,-7.7737295,110.3895916,,,"Rabu:[23.00-05.00], Kamis:[23.00-05.00], Jumat:[23.00-05.00], Sabtu:[23.00-05.00], Minggu:[23.00-05.00], Senin:[23.00-05.00], Selasa:[23.00-05.00]",tempat parkir,3,2
Kepiting Cak Gundul,"Jl. Damai, Gang Watugede, RT.01 / RW.19, Sariharjo, Ngaglik, Wonorejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581","Wonorejo, Sariharjo","Restoran Seafood,Restoran Keluarga,Restoran Indonesia","(0274) 885496, +62 274 885496",1925,4.5,https://www.google.com/maps?cid=3160109190388498469,-7.7332461,110.3805795,,,"Rabu:[12.00-21.30], Kamis:[12.00-21.30], Jumat:[12.00-21.30], Sabtu:[12.00-22.00], Minggu:[12.00-22.00], Senin:[12.00-21.30], Selasa:[12.00-21.30]","tempat parkir, mushalla / tempat shalat",5,5
tilasawa,"Jl. Kakatua No.100, Manukan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Manukan, Condongcatur",Coffee shop,"0813-8644-7563, +62 813-8644-7563",800,4.5,https://www.google.com/maps?cid=8938181681560018436,-7.7426969,110.4010651,http://www.instagram.com/tilasawacoffee,instagram.com,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka 24 jam], Kamis: [Buka 24 jam], Jumat: [Buka 24 jam], Sabtu: [Buka 24 jam]","tempat parkir, colokan, wifi, mushalla / tempat shalat, live music",3,3
